idx,val
0,6.681153774261475
1,6.097836971282959
2,5.770910024642944
3,5.651116132736206
4,5.614544630050659
5,5.589301109313965
6,5.620185136795044
7,5.633486032485962
8,5.455472707748413
9,5.594462871551514
10,5.911306381225586
11,5.6042115688323975
12,5.528002738952637
13,5.526565074920654
14,5.605439186096191
15,6.496518611907959
16,5.86595606803894
17,5.683717250823975
18,6.4569337368011475
19,5.746711015701294
20,5.586717128753662
21,5.864061117172241
22,5.805092811584473
23,5.826758623123169
24,5.7242467403411865
25,5.482376337051392
26,5.710397005081177
27,5.514856338500977
28,5.549485921859741
29,5.627619504928589
30,5.404279947280884
31,5.684893369674683
32,5.337334156036377
33,5.843181371688843
34,5.504397630691528
35,5.732630968093872
36,5.554347515106201
37,5.761450290679932
38,5.382159233093262
