idx,val
0,6.662176132202148
1,6.02454948425293
2,5.849353313446045
3,5.642369508743286
4,5.6194610595703125
5,5.5772340297698975
6,5.605865716934204
7,5.645783424377441
8,5.477472305297852
9,5.598900079727173
10,5.90277624130249
11,5.620054721832275
12,5.500863313674927
13,5.539001941680908
14,5.57118821144104
15,6.525672912597656
16,5.848857164382935
17,5.698302984237671
18,6.410402059555054
19,5.779944896697998
20,5.56282901763916
21,5.87787652015686
22,5.8193182945251465
23,5.8196282386779785
24,5.714869737625122
25,5.508086681365967
26,5.703928232192993
27,5.499661207199097
28,5.557602643966675
29,5.621030330657959
30,5.422335147857666
31,5.683551788330078
32,5.356274843215942
33,5.814422130584717
34,5.504398584365845
35,5.718347787857056
36,5.573035717010498
37,5.781384706497192
38,5.3736584186553955
