idx,val
0,0.6244418025016785
1,0.6378768086433411
2,0.7848365306854248
3,0.8473948240280151
4,0.7628737092018127
5,0.7861863970756531
6,0.6439180970191956
7,0.7529057264328003
8,0.6252505779266357
9,0.6525261998176575
10,0.6911730170249939
11,0.7579160332679749
12,0.7595993280410767
13,0.7044041156768799
14,0.7202670574188232
15,0.6941284537315369
16,0.6632963418960571
17,0.6638643741607666
18,0.7128469944000244
19,0.6600682735443115
20,0.6472813487052917
21,0.6282678842544556
22,0.7439929842948914
23,0.6477342844009399
24,0.6826679706573486
25,0.76870197057724
26,0.7249166965484619
27,0.638375461101532
28,0.7754285335540771
29,0.5770165920257568
30,0.6482086777687073
31,0.6300309300422668
32,0.6769804358482361
33,0.5858184695243835
34,0.6772809624671936
35,0.6427040100097656
36,0.6742523312568665
37,0.6562798023223877
38,0.6848657131195068
