idx,val
0,0.9412832856178284
1,0.9275243282318115
2,0.6337472796440125
3,0.5745732188224792
4,0.7925539612770081
5,0.7361527681350708
6,0.7480979561805725
7,0.7045212388038635
8,0.7056183218955994
9,0.648572564125061
10,0.7597270607948303
11,0.7363902926445007
12,0.7677757740020752
13,0.7352870106697083
14,0.7306473255157471
15,0.6343802213668823
16,0.713376522064209
17,0.6251988410949707
18,0.6921062469482422
19,0.6669695377349854
20,0.7072840332984924
21,0.6922057867050171
22,0.6656978726387024
23,0.6616635918617249
24,0.6690232157707214
25,0.6990295648574829
26,0.6498891711235046
27,0.6175943613052368
28,0.6360679268836975
29,0.6467706561088562
30,0.7139468789100647
31,0.6664872169494629
32,0.6726605892181396
33,0.6935362815856934
34,0.6906305551528931
35,0.6484127640724182
36,0.6566431522369385
37,0.7162939310073853
38,0.6618426442146301
