idx,val
0,59.96197009086609
1,58.0871319770813
2,58.209269762039185
3,57.99991297721863
4,57.971883058547974
5,57.98443388938904
6,57.84958481788635
7,57.78499960899353
8,58.000728368759155
9,57.71691584587097
10,57.85329556465149
11,57.95318794250488
12,57.77480983734131
13,57.82381558418274
14,57.73422574996948
15,57.77942776679993
16,57.77769446372986
17,57.90941023826599
18,57.791908979415894
19,57.786397218704224
20,57.72779583930969
21,57.84126043319702
22,57.758201122283936
23,57.84093976020813
24,57.7722532749176
25,57.78079390525818
26,57.7822151184082
27,57.80113363265991
28,57.84215974807739
29,57.79282879829407
30,57.75618600845337
31,57.81759738922119
32,57.769354581832886
33,57.78479766845703
34,57.80955910682678
35,57.78899049758911
36,57.821354389190674
37,57.72772669792175
38,57.686482191085815
