idx,val
0,0.9412832856178284
1,0.8928708434104919
2,0.6499286890029907
3,0.6082603335380554
4,0.7481550574302673
5,0.7163246870040894
6,0.712179958820343
7,0.7204083204269409
8,0.6837247610092163
9,0.7025787830352783
10,0.6743227243423462
11,0.6346275210380554
12,0.7356266379356384
13,0.7202006578445435
14,0.6969020366668701
15,0.6632838249206543
16,0.7012203335762024
17,0.6528066992759705
18,0.6856709122657776
19,0.6888302564620972
20,0.6908310651779175
21,0.6993992924690247
22,0.6756142377853394
23,0.6687538623809814
24,0.6765526533126831
25,0.6721910834312439
26,0.6468062400817871
27,0.6362999677658081
28,0.6307457089424133
29,0.6405341029167175
30,0.7167795896530151
31,0.6874585151672363
32,0.6785902976989746
33,0.7177388072013855
34,0.7194638848304749
35,0.6533252596855164
36,0.6592704057693481
37,0.7123329639434814
38,0.641802191734314
