idx,val
0,0.9055360555648804
1,0.6797139048576355
2,0.7076497673988342
3,0.6400178074836731
4,0.7028260231018066
5,0.7736438512802124
6,0.6513296365737915
7,0.751022219657898
8,0.6548188924789429
9,0.7076293230056763
10,0.6588904857635498
11,0.6145505309104919
12,0.6967118382453918
13,0.6983460783958435
14,0.6441795229911804
15,0.6789698600769043
16,0.6519253253936768
17,0.7012290954589844
18,0.691001296043396
19,0.6754285097122192
20,0.6873686909675598
21,0.7326024174690247
22,0.6204069256782532
23,0.6833940148353577
24,0.6525702476501465
25,0.6798869371414185
26,0.7147308588027954
27,0.7235206961631775
28,0.6681505441665649
29,0.6975266933441162
30,0.6580085754394531
31,0.6505770087242126
32,0.6886755228042603
33,0.6778712868690491
34,0.7074357271194458
35,0.6593215465545654
36,0.6810560822486877
37,0.695023238658905
38,0.7639906406402588
