idx,val
0,60.09450578689575
1,58.17008066177368
2,58.19675946235657
3,58.01452445983887
4,58.01078271865845
5,57.84443545341492
6,57.9883177280426
7,57.69391679763794
8,57.96535611152649
9,57.824652671813965
10,57.902145862579346
11,58.066455602645874
12,57.63604950904846
13,57.898982763290405
14,57.672954082489014
15,57.83501482009888
16,57.64141273498535
17,57.978129148483276
18,57.741310596466064
19,57.754404067993164
20,57.72896885871887
21,57.819321393966675
22,57.80405259132385
23,57.80138897895813
24,57.79688906669617
25,57.80205512046814
26,57.82107162475586
27,57.75288248062134
28,57.78842282295227
29,57.79344987869263
30,57.792622566223145
31,57.7951021194458
32,57.80804419517517
33,57.766098976135254
34,57.87149167060852
35,57.75528430938721
36,57.79864263534546
37,57.728785276412964
38,57.67167043685913
