idx,val
0,60.141971588134766
1,58.107532262802124
2,58.09455895423889
3,58.07720375061035
4,58.08424949645996
5,57.87088370323181
6,57.85733962059021
7,57.77126884460449
8,57.8845419883728
9,57.940869092941284
10,57.771864891052246
11,57.89530825614929
12,57.87347483634949
13,57.803128242492676
14,57.72937512397766
15,57.70880722999573
16,57.887534856796265
17,57.8630735874176
18,57.77419948577881
19,57.76817488670349
20,57.79057502746582
21,57.822627544403076
22,57.768275022506714
23,57.8536810874939
24,57.750880002975464
25,57.76040601730347
26,57.829039573669434
27,57.7565758228302
28,57.81936717033386
29,57.8124623298645
30,57.74871754646301
31,57.81351184844971
32,57.75733280181885
33,57.791247844696045
34,57.822092056274414
35,57.812954902648926
36,57.77440643310547
37,57.78069448471069
38,57.6477165222168
