idx,val
0,0.6244418025016785
1,0.6378769278526306
2,0.7848365306854248
3,0.8473948836326599
4,0.7628737688064575
5,0.7861863374710083
6,0.6439180374145508
7,0.7529059052467346
8,0.625250518321991
9,0.6525262594223022
10,0.6911730170249939
11,0.7579160332679749
12,0.7595993280410767
13,0.7044041752815247
14,0.7202672362327576
15,0.6941282749176025
16,0.6632963418960571
17,0.6638643145561218
18,0.7128469944000244
19,0.6600682735443115
20,0.6472814083099365
21,0.6282679438591003
22,0.7439928650856018
23,0.6477342844009399
24,0.6826679706573486
25,0.7687020301818848
26,0.7249168157577515
27,0.6383755207061768
28,0.7754286527633667
29,0.5770162343978882
30,0.6482086777687073
31,0.6300311088562012
32,0.6769805550575256
33,0.5858185291290283
34,0.6772807836532593
35,0.642703652381897
36,0.6742522120475769
37,0.6562796831130981
38,0.6848655939102173
