idx,val
0,8.642996072769165
1,8.326852083206177
2,8.293651819229126
3,8.359684944152832
4,8.025607347488403
5,7.9972546100616455
6,8.029678106307983
7,7.762214422225952
8,8.485214471817017
9,7.905556678771973
10,8.105038404464722
11,8.5197172164917
12,8.228629350662231
13,7.961767911911011
14,8.06402325630188
15,8.295899391174316
16,7.847846984863281
17,8.262329578399658
18,8.483425617218018
19,8.27005124092102
20,8.315756559371948
21,8.122560262680054
22,8.061427593231201
23,8.235495328903198
24,8.10573148727417
25,8.116397142410278
26,8.421155214309692
27,8.300718545913696
28,8.213502883911133
29,8.249598026275635
30,8.147827625274658
31,8.30925440788269
32,8.19935131072998
33,7.936047792434692
34,8.203664779663086
35,8.234135627746582
36,8.080899715423584
37,8.05511212348938
38,7.742040157318115
