idx,val
0,8.777324438095093
1,8.26723313331604
2,8.27090573310852
3,8.387386083602905
4,7.978811740875244
5,8.049434423446655
6,8.022870540618896
7,7.777374029159546
8,8.471192598342896
9,7.898479223251343
10,8.127362966537476
11,8.479013204574585
12,8.23250937461853
13,7.982541799545288
14,8.065086364746094
15,8.29794692993164
16,7.820984363555908
17,8.287338018417358
18,8.457454919815063
19,8.280871391296387
20,8.327328205108643
21,8.123112678527832
22,8.046452045440674
23,8.269228219985962
24,8.08953046798706
25,8.129663944244385
26,8.441406965255737
27,8.263353109359741
28,8.216858148574829
29,8.27488088607788
30,8.119242906570435
31,8.312086820602417
32,8.206316947937012
33,7.929835796356201
34,8.202441930770874
35,8.229832649230957
36,8.090593814849854
37,8.051509857177734
38,7.740014553070068
